company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Silk Road Transportation,https://sbsilkroad.com,United States,20,Unknown,,Premier Wine Tours & Luxury Transportation Services | Silk Road,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,141
Perfetto Traveler,https://perfettotraveler.com,United States,16,Unknown,,Home - Perfetto Traveler,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,149
The Ritz London,https://theritzlondon.com,United Kingdom,370,Unknown,,The Ritz London | Luxury 5-Star Hotel in Mayfair,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,152
Paloma Hotels,https://palomahotels.com,United States,570,Unknown,,Paloma Hotels,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,155
RIMC International Hotels & Resorts,https://rimc.de,Russia,84,Unknown,,RIMC Hotels & Resorts | RIMC Hotels & Resorts | Hotellerie aus Leidenschaft,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,156
Infinity Travels,https://theinfinitytravel.com,United Kingdom,15,Unknown,,"Book Affordable Flights, Hotels & Cruise - Infinity Travels",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,160
"WindHorse Tours,Treks & Expeditions",https://windhorsetours.com,United States,14,Unknown,,"Windhorse Tours - Travel to Bhutan, Tibet, Nepal & India with experts",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,169
Longtail Technologies,https://longtail.ai,United States,18,Unknown,,Home - Longtail,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,174
Grey Eagle Resort & Casino,https://greyeagleresortandcasino.ca,Canada,300,Unknown,,Grey Eagle Resort & Casino | Homepage,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,191
Bright Futures Accommodation,https://brightfuturesaccommodation.co.uk,United Kingdom,20,Unknown,,Bright Futures Accommodation,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,197
Sunridge Hotel Group,https://sunridgehotels.com,United States,41,Unknown,,"Sunridge Hotel Group | Hotel development and Management – Hotel development and Management in Arizona, California, Colorado, and Utah",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,233
Good Trip Adventures,https://goodtripadventures.com,United States,27,Unknown,,Guided National Park Tours | Good Trip Adventures,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,236
blue grass airport,https://bluegrassairport.com,United States,91,Unknown,,"
			Blue Grass Airport – LEX – Get going!		",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,263
hamilton point investments,https://hamiltonptinv.com,United States,140,Unknown,,"Hamilton Point Investments | Real Estate Private-Equity Investment Company | Old Lyme, CT",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,272
Lake Tahoe Visitors Authority,https://visitlaketahoe.com,United States,21,Unknown,,Visit Lake Tahoe | The Official Lake Tahoe Visitors Authority,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,292
Charlie Palmer Collective,https://charliepalmer.com,United States,120,Unknown,,Restaurants by Chef Charlie Palmer | Charlie Palmer Collective,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,299
Aspen Skiing Company,https://aspensnowmass.com,United States,1400,Unknown,,"Aspen Snowmass | Colorado Biking, Hiking & Mountain Resort",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,326
Cyprus Public Transport,https://publictransport.com.cy,Cyprus,89,Unknown,,Home - Cyprus Public Transport,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,332
Ameristar Air Cargo Inc,https://ameristarjet.com,United States,17,Unknown,,Ameristar - Executive Passenger and Cargo Charter Service,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,348
NetJets,https://netjets.com,United States,8400,Unknown,,NetJets | World's Leading Private Jet Company | Fractional Aircraft Companies,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,400
The Jay Odom Group,https://thejayodomgroup.com,United States,17,Unknown,, The Jay Odom Group,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,411
Nightcap Management,https://nightcapmanagement.com,United States,32,Unknown,,Home - Nightcap Management,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,417
The Dynamic,https://the-dynamic.com,United States,25,Unknown,,"The-Dynamic - Event Planning, Incentive Travel and Gifting",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,435
KHOS Shenyang,https://khos.com,United States,11000,Unknown,,瑰丽酒店集团  | 国际酒店管理公司,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,437
Viceroy Hotel Group,https://viceroyhotelsandresorts.com,United States,1000,Unknown,,Viceroy Hotel Group | Viceroy Hotels & Resorts,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,448
Equinox Travel Ltd,https://equinox-travel.com,United Kingdom,22,Unknown,,Home - Equinox Travel,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,492
Commonwealth Hotels,https://commonwealthhotels.com,United States,240,Unknown,,Premium Hospitality Management | Commonwealth Hotels,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,493
CBS Studios,https://slocal.com,United States,24,Unknown,,"Visit SLO CAL | Things to Do, Hotels, Restaurants, Maps & Guides",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,506
Overland West Inc,https://overlandwest.com,United States,120,Unknown,,Home | Overland West,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,512
North Cariboo Air,https://flynca.com,Canada,160,Unknown,,North Cariboo Air | Jet Rentals & Air Charters in Calgary and Vancouver,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,521
TBC Hotels,https://tbchotels.com,United States,14,Unknown,,Hospitality Management Company | TBC Hotels,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,525
"Imagine Technologies, LLC",https://imagine.com.jo,United States,35,Unknown,,Imagine Technologies,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,536
Hemphill Brothers Coach Company,https://hemphillbrothers.com,United States,57,Unknown,,Coach Company | Entertainer Bus | Custom Built Buses | Tour Bus,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,545
BlueStar Parking,https://bluestarparking.com,United States,16,Unknown,,"
Home - Santa Barbara Parking, Shuttle and Valet Services-- BlueStar Parking
",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,571
PIVOT Agency,https://pivot-agency.com,United States,57,Unknown,,"
                            
        Sports Marketing Agency - Pivot Agency
    ",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,598
Bespoke Experiences,https://bespokeprivatetours.com,United States,28,Unknown,,Bespoke Experiences | Luxury Private Tours,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,609
Columbia Club,https://columbia-club.org,United States,38,Unknown,,Welcome - The Columbia Club,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,613
Cherokee Nation Entertainment,https://onestarrewards.com,United States,1200,Unknown,,Unlock Exclusive Benefits with One Star Rewards! - One Star Rewards,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,629
TCS Mobility USA,https://tcsmobility.com,United States,21,Unknown,,TCS Mobility – Forward Together,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,636
The Mansion on O & O Street Museum,https://omansion.com,United States,33,Unknown,,The Mansion on O Street - Home,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,655
Indigenous Tourism BC (ITBC),https://indigenousbc.com,Canada,41,Unknown,,Experience BC Through Our Stories - Indigenous Tourism BC,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,656
VACAYA,https://myvacaya.com,United States,15,Unknown,,VACAYA – Gay & LGBT+ Cruises – Vacations Reimagined,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,657
Mitch Cox Companies,https://mitchcox.com,United States,36,Unknown,,Home - Mitch Cox Companies,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,680
"Newman-Dailey Resort Properties, Inc.",https://newmandailey.com,United States,49,Unknown,,"
	Newman-Dailey Resort Properties
",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,681
"Chelsea Hotel, Toronto",https://chelseatoronto.com,Canada,250,Unknown,,"Downtown Toronto Hotel | Chelsea Hotel, Toronto",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,688
Port of San Diego,https://portofsandiego.org,United States,560,Unknown,,Where San Diego Greets the World | Port of San Diego,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,693
"Trump National Doral, Miami",https://trumpgolfdoral.com,United States,370,Unknown,,Home,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,697
EXCLUSIVE TRAVEL,https://exclusivetravel.co,United Kingdom,20,Unknown,,Exclusive holiday guides to luxury destinations and resorts,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,714
WebBeds,https://webbeds.com,United Kingdom,1500,Unknown,,WebBeds Global Marketplace.,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,719
hamister group,https://hamistergroup.com,United States,94,Unknown,,"Hamister Group, LLC - A Sophisticated Investment Partner",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,730
DUDLEY CANAL AND TUNNEL TRUST,https://dudleycanaltrust.org.uk,United Kingdom,20,Unknown,,Home - Dudley Canal and Caverns,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,738
middleton place foundation,https://middletonplace.org,United States,73,Unknown,,"Middleton Place Historic Landmark, Charleston Tour, Plantation, & Gardens",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,744
The Goodwood Group,https://goodwood.com,United Kingdom,750,Unknown,,Goodwood | An English Estate like no other,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,766
JTB Americas Ltd,https://jtbamericas.com,United States,150,Unknown,,"JTB Americas, Ltd. | JTB Americas Group",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,781
Boykin Management Company,https://boykin.com,United States,28,Unknown,,"
	Hotel Management Company | Boykin Management ...
",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,788
Lincoln Asset Management,https://lamhotels.com,United States,23,Unknown,,Lincoln Asset Management | Hospitality Solutions,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,794
HM Alpha Hotels & Resorts,https://hmalpha.com,United States,63,Unknown,,Home - HM Alpha,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,796
Transit Authority of River City (TARC),https://ridetarc.org,United States,250,Unknown,,Home - TARC,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,825
Elite Adventure Tours,https://eliteadventuretours.com,United States,11,Unknown,,Elite Adventure Tours | Private Los Angeles Tour Company,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,828
Freedom Group,https://freedom-group.net,United Kingdom,15,Unknown,,"Freedom Group › Properties in North Cyprus, Dubai and Spain",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,868
Sterling Airways,https://flysterling.com,United States,34,Unknown,,Sterling Airways - Sterling Airways,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,869
visit milwaukee,https://milwaukee.org,United States,79,Unknown,,"Visit Milwaukee | Restaurants, Breweries, Events & Hotels",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,885
Discover Durham,https://discoverdurham.com,United States,39,Unknown,,"Durham, NC Things to Do, Hotels, Events, Dining & Vacation Guide",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,896
Ice Travel Group,https://icegroupindia.com,United Kingdom,71,Unknown,,iCE GROUP,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,919
Quaintance-Weaver Restaurants & Hotels,https://qwrh.com,United States,150,Unknown,,Quaintance-Weaver Restaurants and Hotels,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,922
grandlife hotels,https://grandlifehotels.com,United States,82,Unknown,,GrandLife Hotels | Soho Grand Hotel | The Roxy Hotel New York,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,946
Voyzant Inc,https://voyzant.com,Canada,110,Unknown,,Voyzant Inc – Trusted for Travel,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,955
AZUL Hospitality Group,https://azulhospitalitygroup.com,United States,290,Unknown,,Azul Hospitality | Official Site,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,968
Vonder,https://vondereurope.com,United Kingdom,140,Unknown,,All in one living: beautifully designed urban lifestyle spaces by Vonder,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1036
Pivot,https://pivothotels.com,United States,5800,Unknown,,Pivot | Davidson Hospitality Group,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1057
Galena Country Tourism,https://visitgalena.org,United States,14,Unknown,,"Visit Galena, IL: Things to Do, Events & Hotels | Galena Country",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1061
Jagged Globe,https://jagged-globe.co.uk,United Kingdom,13,Unknown,,Jagged Globe :: Climbing and Mountaineering Expeditions,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1063
"Integrated Solutions & Services, Inc./ISS Travel",https://intsolutions.net,United States,12,Unknown,,"Integrated Solutions & Services, Inc – Global Travel and Events",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1064
The Big Lemon CIC,https://thebiglemon.com,United Kingdom,20,Unknown,,"The Big Lemon | Friendly, affordable bus and coach services in Brighton & Hove, using zero-emissions electric buses, powered by renewable energy and owned by the local community",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,1084
